Rxns,Growth0,Opt1_0,Opt2_0,Opt3_0,Opt4_0,Mix_0,Growth2,Opt1_2,Opt2_2,Opt3_2,Opt4_2,Mix_2,Growth4,Opt1_4,Opt2_4,Opt3_4,Opt4_4,Mix_4,Growth2a2,Opt1_2g2,Opt2_2g2,Opt3_2g2,Opt4_2g2,Mix_2g2
EX_lac_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lanost(e),0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lanostest_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_leu_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_lys_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mal_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_malt(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_man(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_melib(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_met_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mev_R(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_mmet(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_na1(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nadp(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_nh4(e),-0.46778906,0,0,0,0,0,-0.412755053,0,0,0,0,0,-0.357721046,0,0,0,0,0.00E+00,-0.412755053,-0.0559646,-0.0559646,-0.0559646,-0.0559646,-0.0559646
EX_nmn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_o2(e),-2.368971376,-1.17259906,-1.149700599,-0.6,-1.134964483,-0.6,-2.796151214,-1.382135662,-1.357285429,-1.159663866,-1.368587214,-1.11627907,-3.223331052,-1.783783784,-1.699115044,-1.783783784,-1.783783784,-1.699115044,-2.796151214,-1.393192375,-1.368806738,-1.368806694,-1.389879708,-1.308337991
EX_oaa(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ocdca(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ocdcea(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ocdcya(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_orn(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pacald(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pap(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pc_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pectin(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pepd(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_phe_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pheac(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pi(e),-0.016525071,0,0,0,0.00E+00,0,-0.014580945,0,0,0,0.00E+00,0,-0.012636819,0,0,0,0,0,-0.014580945,-0.001977,-0.001977,-0.001977,-0.001977,-0.001977
EX_pnto_R(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_pro_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ptd1ino_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ptrc(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_pyr(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
EX_rib_D(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ribflv(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sbt_D(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sbt_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ser_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_so3(e),0,0.201477502,0.215568862,-1.84E-47,0.197316496,0,0,0.072531901,0.087824351,0,0.071033938,0,0,0,0,0,0,0,0,0,0.012763884,0,0,0
EX_so4(e),-0.006461244,-0.201477502,-0.215568862,0,-0.197316496,-2.94E-32,-0.005701098,-0.072531901,-0.087824351,0,-0.071033938,0,-0.004940951,0,0,0,0.00E+00,0,-0.005701098,-0.000773,-0.013536884,-0.000773,-0.000773,-0.000773
EX_spmd(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sprm(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_srb_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_succ(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_sucr(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_taur(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thm(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thmmp(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thmpp(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thr_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thym(e),0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_thymd(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tre(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_trp_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ttdca(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_tyr_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_ura(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_urea(e),0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
EX_uri(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_val_L(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
EX_xan(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_xtsn(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_xyl_D(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_xylt(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_zymst(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_zymstest_SC(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA100tp,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
FA120ACPH,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA120ACPtm,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA120tp,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA140ACPH,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
FA140ACPtm,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0
FA140COAabcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA140tp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA141ACPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA141ACPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA141COAabcp,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA141tp,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA160ACPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA160ACPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA160COAabcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA160tp,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FA161ACPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA161ACPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA161COAabcp,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FA161tp,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FA180ACPH,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA180ACPtm,0,0,0,0,0.00E+00,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FA180COAabcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA181ACPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA181ACPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA181COAabcp,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FA182ACPH,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA182ACPtm,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA182COAabcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FA240tp,0,0,0.019597169,3.51E-33,0,0,0,0,0.007984032,1.99E-31,0,0,0,0,0,0,0,0,0,0,0.001323899,0,0.000136745,0
FA260tp,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0
FA80tp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FACOAL100p,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
FACOAL120p,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FACOAL140,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,-0.001323899,3.57E-32,-0.000136745,0
FACOAL140p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL141,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FACOAL141p,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FACOAL160,0,-0.016789792,-0.019597169,1.37E-33,1.10E-16,-4.73E-32,0,-0.006044325,-0.007984032,2.46E-31,3.39E-17,1.40E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FACOAL160p,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FACOAL161,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FACOAL161p,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FACOAL180,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL181,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FACOAL182,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FACOAL240p,0,0,0.019597169,3.51E-33,0,0,0,0,0.007984032,1.99E-31,0,0,0,0,0,0,0,0,0,0,0.001323899,0,0.000136745,0
FACOAL260p,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0
FACOAL80p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FADFMNtm,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FALDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO141p_even,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO141p_odd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO161p_even,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO161p_odd,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FAO181p_even,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO181p_odd,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FAO182p_eveneven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO182p_evenodd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAO182p_oddodd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FAO240p,0,0.016789792,0.019597169,0,0,-1.02E-31,0,0.006044325,0.007984032,3.61E-31,0,8.14E-60,0,0.00E+00,0,0,0,0.00E+00,0,0,0.001323899,0,0.000136745,-1.17E-35
FAO80p,0,0.016789792,0.019597169,0,0,-7.26E-32,0,0.006044325,0.007984032,3.54E-31,0,-2.21E-45,0,0,0,0,0,0.00E+00,0,0,0.001323899,0,0.000136745,-2.24E-35
FAS100,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0
FAS100ACPm,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS100COA,0.00468085,0.016789792,0.019597169,0,0.039463299,1.94E-31,0.004130161,0.006044325,0.007984032,0,0.014206788,0,0.003579473,0,0,0,0,0,0.004130161,0.00056,0.001883899,0.00056,0.000696745,0.00056
FAS120,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FAS120ACPm,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS120COA,0.004587233,0.016789792,0.019597169,2.57E-34,0.039463299,1.80E-31,0.004047558,0.006044325,0.007984032,-6.34E-33,0.014206788,0,0.003507884,0,0,0,0,0,0.004047558,0.0005488,0.001872699,0.0005488,0.000685545,0.0005488
FAS140,0,0,0,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FAS140ACPm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS140COA,0.004306382,0.016789792,0.019597169,1.03E-33,0.039463299,2.19E-31,0.003799748,0.006044325,0.007984032,-2.51E-32,0.014206788,0,0.003293115,0,0,0,0,0,0.003799748,0.0005152,0.001839099,0.0005152,0.000651945,0.0005152
FAS141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS141ACPm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0.001323899,-3.63E-32,0.000136745,0
FAS160ACPm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS160COA,0.003838297,0.016789792,0.019597169,0,3.61E-15,0,0.003386732,0.006044325,0.007984032,0,1.11E-15,0,0.002935168,0.00E+00,0,0,0,0,0.003386732,0.0004592,0.0004592,0.0004592,0.0004592,0.0004592
FAS161,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
FAS161ACPm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS180,0,0.016789792,0.019597169,-1.37E-33,0,-1.21E-31,0,0.006044325,0.007984032,0,0,-7.64E-45,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0.001323899,0,0.000136745,0
FAS180ACPm,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS180COA,0.001778723,0,0,0,0.00E+00,0,0.001569461,0,0,0,0,0.00E+00,0.0013602,0.00E+00,0,0,0,0.00E+00,0.001569461,0.0002128,0.0002128,0.0002128,0.0002128,0.0002128
FAS181,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0
FAS181ACPm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS182ACPm,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS240_L,0,0.016789792,0.019597169,3.51E-33,0,0,0,0.006044325,0.007984032,1.99E-31,0,0,0,0,0,0,0,0,0,0,0.001323899,0,0.000136745,0
FAS260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS80ACPm_L,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FAS80COA_L,0.00468085,0.016789792,0.019597169,0,0.039463299,1.92E-31,0.004130161,0.006044325,0.007984032,0,0.014206788,0,0.003579473,0,0,0,0,0,0.004130161,0.00056,0.001883899,0.00056,0.000696745,0.00056
FAS80_L,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBA,0.670575739,1,1,0.2,1,0.2,0.709331534,1,1,0.697478992,1,0.658914729,0.74808733,1,1,1,1,1,0.709331534,0.960588867,0.960588867,0.887383706,0.960588867,0.842983747
FBA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCLTm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDH,0.006292399,0,0,0,0,0,0.005552117,0,0,0,0,0.00E+00,0.004811835,0,0,0,0,0.00E+00,0.005552117,0,0,0,0,0
FDNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FE2utm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECOSTAT_SC,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECOSTESTH_SC,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECOSTESTH_SCe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FECOSTt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKYNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMETTRSm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNAT,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FMNATm,0,0.00E+00,0,0,0.00E+00,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
FMNRx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNRx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLAt,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0
FOLD3m,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRDPtm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRDcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRDm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRUt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHFCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHFCLm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0
FTHFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHFLi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTHFLmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUM,0.031394291,0.00E+00,0,0,0.00E+00,0.00E+00,0.027700845,0.00E+00,0,0,0.00E+00,0.00E+00,0.024007399,0.00E+00,0,0,0.00E+00,0,0.027700845,0.0037559,0.0037559,0.0037559,0.0037559,0.0037559
FUMAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUMm,0.73702543,0.00E+00,0,0,0,0,0.885610673,0,0,0,0.00E+00,0,1.034195917,0.126126126,0.088495575,0.126126126,0.126126126,-9.88E-30,0.885610673,0,0,0,0,0
FUMt2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12MT1g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12MT2g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13MTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G16MTg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PCt,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PD1ir,0.002064589,0,0,0,0.00E+00,0.00E+00,0.001821696,0,0,0,0,0,0.001578803,0,0,0,0,0,0.001821696,0.000247,0.000247,0.000247,0.000247,0.000247
G3PD1irm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PDm,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,0
G3PIt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3PT,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
